"","Pond","Date","Month","Year","Julianday","Temp_degC","DO_mg.L","SPC_mS.cm","pH_hydro","Sal_ppt","DO_sat","Redox_mV","Depth_m","Time_hydro","Time","TDS_mg.L","Cond_uS.cm","TOC_mg.L","DOC_mg.L","HCO3_mg.L","CO3_mg.L","FreeCO2_mg.L","POC_mg.L","NO3NO2_mg.L","NH3_tot_mg.L","NH3_union_mg.L","TN_mg.L","DN_mg.L","PN_mg.L","OH_mg.L","F_diss_mg.L","Alk_tot_mg.L","Alk_p_mg.L","pH","Hard_tot_mg.L","Hard_nonCO3_mg.L","Na_diss_mg.L","Na_perc","Mg_diss_mg.L","SiO2_mg.L","P_diss_ortho_mg.L","P_tot_mg.L","P_diss_mg.L","P_part_mg.L","SO4_diss_mg.L","Cl_diss_mg.L","K_diss_mg.L","Ca_diss_mg.L","PCPN","PCPP","PNPP","Chla_mg.L","Water_level_m"
"856","1B","1993-06-09","June",1993,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:18",1468,NA,25.99,25.6,NA,NA,NA,0.39,0.001,0.046,NA,1.24,1.17,0.07,NA,0.13,277,12,8.58,NA,NA,48.7,NA,189,1.96,0.001,0.061,0.048,0.013,1011,20.5,70.5,147,6.5,77.4,11.9,2.74,NA
"857","1B","1993-06-23","June",1993,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:30",1722,NA,26.4,26.1,141.4,0,1.1,0.3,0.001,0.053,0,1.14,1.09,0.05,0,0.08,116,0,8.3,1188.8,1072.8,52.8,8.2,199,2.19,0.011,0.069,0.057,0.012,1155,21.3,73.9,148,7,64.5,9.2,11.6,NA
"858","1B","1993-07-08","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:20",NA,NA,24.78,23.6,118.2,4.8,0.4,1.18,0.001,0.062,0.01,1.34,1.1,0.241,0,0.08,105,4,8.68,1061.6,956.6,47.9,8.3,179,0.67,0.001,0.092,0.043,0.049,1064,17.8,66.8,130,5.7,62.1,10.9,23.7,NA
"859","1B","1993-07-22","July",1993,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18:00",1633,NA,27.61,26.1,149.9,0,1.74,1.51,0.001,0.05,0,1.42,1.11,0.309,0,0.08,123,0,8.13,1112.1,989.1,51.3,8.5,184,2.11,0.001,0.067,0.038,0.029,1087,18.9,73.7,142,5.7,134.3,23.6,32.4,NA
"860","1B","1993-08-04","August",1993,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:45",1655,NA,28,27.1,149.9,0,3.67,0.903,0.001,0.079,0,1.51,1.32,0.189,0,0.09,123,0,7.81,1164.9,1041.9,66.9,10.4,195,1.4,0.001,0.068,0.042,0.026,1078,23.2,72.5,145,5.6,89.6,16.1,23.8,NA
"861","1B","1993-08-18","August",1993,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:29",1723,2153,28.24,28.1,121.9,2.4,0.62,0.139,0.001,NA,NA,1.18,1.15,0.027,0,0.1,104,2,8.5,1173,1069,55.4,8.7,200,0.38,0.001,0.047,0.041,0.006,1180,17.8,66.7,140,6,59.7,10,1.62,NA
"862","1B","1993-08-27","August",1993,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:32",1775,2199,26.37,25.9,128,0,4.04,0.465,0.001,NA,NA,0.49,0.412,0.074,0,0.09,105,0,7.7,1190.3,1085.3,60.2,9.3,203,1.13,0.006,0.056,0.044,0.012,1212,19.9,72.6,142,7.3,99.9,13.6,6.02,NA
"863","1B","1993-09-15","September",1993,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:00",1731,2178,25.22,25,141.4,0,1.98,0.222,0.001,0.03,0,0.39,0.351,0.037,0,0.09,116,0,8.05,1163.1,1047.1,52.5,8.4,197,0.99,0.001,0.043,0.036,0.007,1182,19.8,67.8,141,7,81.8,11.7,19.8,NA
"864","1B","1993-10-14","October",1993,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:00",NA,3194,25.72,25.4,157.3,0,1.74,0.322,0.001,0.054,0,0.98,0.94,0.039,0,0.09,129,0,8.15,1229.4,1100.4,60.1,9,204,0.36,0.001,0.041,0.03,0.011,1330,22.5,69.6,156,9.6,75.5,7.8,3.93,NA
"865","20","1993-10-14","October",1993,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:20",NA,1619,28.86,28.4,587.6,0,7.67,0.461,0.001,0.057,0,0.96,0.9,0.062,0,0.1,482,0,8.08,827,345,65.4,14.3,164,5.67,0.003,0.085,0.037,0.048,473,16.7,21,60.8,8.7,24.8,2.9,4.74,NA
"866","25","1993-04-29","April",1993,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:30",813,1178,23.48,22.8,195,0,9.78,0.68,0.001,0.042,0,0.5,0.406,0.094,0,0.09,160,0,7.5,520.9,360.9,32.1,10.6,83.1,18.66,0.101,0.194,0.173,0.021,445,15.4,51.2,71.6,8.4,83.5,9.9,NA,NA
"867","25","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:00",NA,1367,27.4,27,284,0,11.57,0.399,0.001,0.067,0,1.04,0.97,0.069,0,0.11,233,0,7.59,651.5,418.5,38.1,10.2,103,24.99,0.336,0.417,0.381,0.036,524,17.7,62.2,91.1,6.7,28.6,4.2,2.68,NA
"868","25","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:45",NA,NA,28.16,28,337.7,0,12.54,0.157,0.001,0.076,0,1.24,1.22,0.021,0,0.11,277,0,7.63,686.8,409.8,42,10.6,110,21.9,0.312,0.39,0.38,0.01,518,19.4,68.7,93.7,8.7,40.5,4.6,2.47,NA
"869","25","1993-06-10","June",1993,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:10",1223,1672,32.31,32,363.3,0,17,0.314,0.001,0.073,0,1.34,1.29,0.048,0,0.13,298,0,7.53,792.5,494.5,52.1,11.2,127,19.02,0.321,0.56,0.401,0.159,637,21.5,80,108,7.6,5.1,0.7,2.03,NA
"870","25","1993-06-25","June",1993,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:50",1282,NA,32.21,30,395,0,4.81,2.21,0.001,0.045,0,1.34,1.12,0.224,0,0.11,324,0,8.11,848.7,524.7,56,11.3,137,13.56,0.259,0.371,0.341,0.03,663,22.2,81.7,114,11.5,190,16.5,1.49,NA
"871","25","1993-07-07","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17:35",1114,NA,26.38,26,298.9,13.08,1.51,0.378,0.001,0.043,0,1.08,1.03,0.052,0,0.1,267,10.9,8.52,741,474,48.2,11.3,120,9.2,0.161,0.237,0.23,0.007,595,16.3,66.1,98.9,8.5,139.3,16.4,1.82,NA
"872","25","1993-07-21","July",1993,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:10",1223,1634,28.08,27.8,346.2,0,9.29,0.277,0.001,0.043,0,1.08,1.03,0.054,0,0.11,284,0,7.77,813.4,529.4,56.7,12.1,126,11.67,0.076,0.155,0.137,0.018,661,12.6,66.1,118,6,39.7,6.6,3.47,NA
"873","25","1993-08-05","August",1993,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:40",1254,1774,29.67,29.2,351.1,0,4.48,0.471,0.001,0.058,0,1.3,1.21,0.092,0,0.1,288,0,8.09,823.9,535.9,60,12.5,134,0.24,0.013,0.1,0.078,0.022,692,14.7,71.7,109,6,55.2,9.2,3.28,NA
"874","25","1993-08-19","August",1993,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:10",1226,NA,29.66,29.5,353.5,0,17.32,0.161,0.001,NA,NA,1.18,1.15,0.028,0,0.11,290,0,7.51,791.9,501.9,59.9,12.9,132,0.8,0.035,0.11,0.102,0.008,672,15,72.1,99.5,6.7,51.9,7.7,3.19,NA
"875","25","1993-08-27","August",1993,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:22",1289,1796,29.52,29.3,340.1,0,9.79,0.219,0.001,NA,NA,0.5,0.469,0.033,0,0.12,279,0,7.74,822.6,543.6,61.2,12.6,140,0.85,0.015,0.082,0.074,0.008,725,18.2,76.3,98.6,7.7,70.6,9.1,3.3,NA
"876","25","1993-09-15","September",1993,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:01",1165,NA,6.39,6.17,299.9,0,5.06,0.221,0.001,0.015,0,0.47,0.437,0.033,0,0.1,246,0,7.97,730.1,484.1,56.8,13.1,127,0.3,0.005,0.06,0.053,0.007,660,17.3,72.9,83,7.8,81.4,10.4,15.79,NA
"877","25","1993-10-14","October",1993,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:45",1254,NA,27.91,27.4,320.6,0,8.03,0.506,0.001,0.03,0,1.01,0.98,0.031,0,0.08,263,0,7.8,799.1,536.1,70.8,14.7,142,0.26,0.004,0.052,0.047,0.005,704,20.7,72.4,85.9,19,261,13.7,2.19,NA
"878","37","1993-04-29","April",1993,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:10",NA,1154,45.31,45,377.9,0,19.85,0.308,0.001,0.066,0,0.54,0.494,0.047,0,0.07,310,0,7.48,585.5,275.5,19.6,6.3,65.8,41.94,1.5,1.74,1.73,0.01,303,18,41.3,126,7.6,79.4,10.4,NA,NA
"879","37","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:00",NA,NA,66.49,65,609.5,0,14.91,1.49,0.001,0.137,0,2.19,2.02,0.167,0,0.09,500,0,7.81,923,423,37,7.5,112,28.04,2.854,3.154,3.041,0.113,575,32.5,60.6,185,10.4,34,3.3,7.99,NA
"880","37","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:30",481,815,121.55,115.5,434,0,64.38,6.05,0.015,1.02,0,5.27,4.43,0.839,0,0.14,356,0,7.03,330.8,0,3.29,1.6,34.2,28.03,0.648,1.238,1.035,0.203,19.4,22.7,83.8,76.1,8.4,76.9,9.1,58.83,NA
"881","50","1993-04-29","April",1993,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:00",1245,1688,30.95,30.5,230.4,0,17.51,0.453,0.001,0.071,0,0.42,0.359,0.062,0,0.11,189,0,7.32,696.6,507.6,96.2,21.3,94.6,21.98,0.003,0.163,0.072,0.091,687,47.5,61.5,123,8.5,12.8,1.5,NA,NA
"882","50","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:45",2144,NA,42.63,41.6,387.6,0,23.38,1.03,0.001,0.13,0,1.61,1.41,0.202,0,0.1,318,0,7.42,1271,953,165,20.5,205,30.56,0.164,0.365,0.316,0.049,1220,66.9,94,171,5.9,54.2,9.1,1.96,NA
"883","50","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:40",2688,NA,56.53,55,564.4,0,32.51,1.53,0.001,0.153,0,2.25,2.05,0.199,0,0.14,463,0,7.44,1563.3,1100.3,222,22,276,29.91,0.3,0.527,0.506,0.021,1503,88.1,120,171,9,187.9,21,1.62,NA
"884","50","1993-06-10","June",1993,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17:25",3999,4738,59.57,58.4,721.6,0,42.54,1.17,0.001,0.134,0,2.39,2.2,0.193,0,0.12,592,0,7.43,2271.1,1679.1,347,23.3,400,9.55,0.129,0.339,0.303,0.036,2346,122,169,250,7.1,83.8,11.9,2.75,NA
"885","50","1993-06-23","June",1993,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:10",4841,NA,60.35,59.6,709.5,0,37.26,0.749,0.001,0.106,0,1.85,1.73,0.118,0,0.09,582,0,7.48,2732.4,2150.4,413,23.3,506,4.63,0.097,0.269,0.235,0.034,3008,121,179,260,7.4,56.8,7.7,7.97,NA
"886","50","1993-07-08","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17:15",NA,NA,41.09,39.4,348.6,0,20.55,1.69,0.001,0.056,0,1.55,1.3,0.251,0,0.07,286,0,7.43,1612.2,1326.2,222,21.9,300,8.32,0.001,0.096,0.066,0.03,1763,58.2,86,151,7.9,145.3,18.5,13.49,NA
"887","50","1993-07-21","July",1993,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:45",NA,4122,44.91,44.2,448.6,0,41.96,0.713,0.001,0.063,0,1.51,1.35,0.157,0,0.09,368,0,7.23,2065.4,1697.4,282,21.8,384,12.4,0.008,0.116,0.076,0.04,2233,70.4,104,194,5.3,46,8.7,27.3,NA
"888","50","1993-08-04","August",1993,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:00",4198,4743,47.57,46.8,579,0,39.21,0.772,0.001,0.113,0,1.81,1.67,0.141,0,0.09,475,0,7.37,2432.3,1957.3,343,22.3,461,21.09,0.054,0.181,0.153,0.028,2661,86.4,127,214,6.4,71.1,11.1,12.6,NA
"889","50","1993-08-14","August",1993,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:42",3658,4318,44.12,43.6,533.9,0,45.54,0.52,0.001,NA,NA,1.45,1.36,0.094,0,0.1,438,0,7.27,2110.4,1672.4,315,23.3,401,14.25,0.317,0.436,0.419,0.017,2262,85.9,119,184,6.5,78.9,12.2,5.56,NA
"890","50","1993-08-27","August",1993,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:52",NA,4598,44.2,43.2,558.3,0,29.32,0.998,0.001,NA,NA,0.59,0.428,0.159,0,0.11,458,0,7.48,2189.5,1731.5,338,23.8,419,14.09,0.344,0.503,0.49,0.013,2428,98.8,131,186,7.3,198,27,13.9,NA
"891","50","1993-09-15","September",1993,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:02",3275,NA,44.88,44,476.6,0,44.58,0.883,0.001,0.059,0,0.56,0.434,0.122,0,0.08,391,0,7.23,1822,1431,293,24.4,354,7.13,0.667,0.867,0.807,0.06,2018,102.6,120,146,8.4,38,4.5,10.08,NA
"892","50","1993-10-14","October",1993,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:30",4829,NA,50.86,50.2,647.3,0,45.9,0.657,0.001,0.173,0,1.35,1.25,0.104,0,0.1,531,0,7.35,2710.5,2179.5,427,24.2,531,18,0.822,0.977,0.964,0.013,3030,131,163,210,7.4,130.3,17.7,8,NA
"893","60","1993-04-29","April",1993,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:15",NA,322,37.34,34.5,174.3,0,27.08,2.84,0.001,0.038,0,1.06,0.499,0.562,0,0.04,143,0,7.01,119.1,0,6.14,7.7,10.6,30.45,0.16,0.32,0.289,0.031,6.8,5.2,31.3,30.2,5.9,236.3,40.1,NA,NA
"894","60","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:15",247,NA,45.73,36.2,202.4,0,17.26,9.53,0.001,0.045,0,2.63,1.41,1.22,0,0.02,166,0,7.27,154.5,0,0.86,0.9,14.6,45.82,0.71,1.064,0.88,0.184,1.8,6.8,39.3,37.8,9.1,133.6,14.7,9.08,NA
"895","60","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:20",NA,438,52.32,43.8,210.9,0,43.2,8.52,0.001,0.213,0,3.56,2.48,1.08,0,0.08,173,0,6.89,155.8,0,2.22,2.2,15.1,35.52,1.28,1.857,1.492,0.365,11,9.1,45.5,37.5,9.2,60.2,6.5,59.29,NA
"896","60","1993-07-08","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18:05",114,222,37.22,30.6,103.1,0,48.43,6.62,0.001,0.087,0,2.85,1.59,1.26,0,0.04,84.6,0,6.53,75.6,0,0.4,0.8,7.15,1.73,0.647,1.544,0.87,0.674,9.3,4.42,21.2,18.5,6.1,25.3,4.1,274.2,NA
"897","65","1993-04-29","April",1993,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:45",1989,2581,22.2,21.8,396.2,4.2,10.62,0.397,0.001,0.035,0,0.35,0.292,0.062,0,0.04,332,0,7.78,1165.9,833.9,192,25.7,226,5.05,0.001,0.136,0.035,0.101,1203,36.4,33.5,94.3,7.5,10.1,1.4,NA,NA
"898","65","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:15",2431,3172,27.08,26.9,530.3,0,10.78,0.184,0.001,0.086,0,0.93,0.9,0.029,0,0.06,435,0,7.89,1443.2,1008.2,230,25.1,282,5.75,0.024,0.068,0.055,0.013,1455,44,40.2,113,7.4,36.5,4.9,7.96,NA
"899","65","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:10",2679,3416,28.08,27.9,599.7,0,13.38,0.176,0.001,0.07,0,1.14,1.1,0.036,0,0.07,492,0,7.85,1628.1,1136.1,254,24.7,316,0.87,0.014,0.094,0.052,0.042,1590,48.3,43.4,131,5.7,10.8,1.9,1.13,NA
"900","65","1993-06-09","June",1993,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:54",NA,NA,32.49,32.2,635.1,0,17.45,0.29,0.001,0.063,0,1.17,1.13,0.035,0,0.09,521,0,7.76,1775.7,1254.7,298,26.1,347,1.6,0.01,0.074,0.065,0.009,1803,52.3,49.1,139,9.7,83.1,8.6,1.68,NA
"901","65","1993-06-23","June",1993,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:45",NA,NA,35.83,35.3,611.9,0,13.03,0.532,0.001,0.053,0,1.17,1.1,0.067,0,NA,502,0,7.87,1809.4,1307.4,304,26.1,357,7.85,0.01,0.07,0.062,0.008,1865,52.1,52.1,136,9.3,171.5,18.5,4.22,NA
"902","65","1993-07-08","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:40",2575,NA,28.32,28,532.7,0,7.46,0.317,0.001,0.053,0,1.07,1.01,0.058,0,0.05,437,0,8.05,1548,1111,249,25.3,302,8.9,0.006,0.064,0.052,0.012,1544,44.6,42.3,122,6.4,68.1,10.7,2.04,NA
"903","65","1993-07-22","July",1993,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:40",NA,3353,31.22,31,541.2,0,11.52,0.22,0.001,0.04,0,1.06,1.03,0.032,0,0.06,444,0,7.87,1586,1142,260,25.6,307,9.49,0.001,0.055,0.046,0.009,1609,44.7,44.6,129,8,63,7.9,3.38,NA
"904","65","1993-08-04","August",1993,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:45",NA,NA,33.42,33,574.9,10.44,8.75,0.418,0.001,0.055,0,1.39,1.31,0.075,0,0.05,489,0,8.03,1807.6,1318.6,306,26.3,359,7.74,0.001,0.055,0.046,0.009,1860,47,48.7,132,6.5,119.8,18.4,2.08,NA
"905","65","1993-08-18","August",1993,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:42",NA,3553,33.23,33,604.6,0,0.76,0.226,0.001,NA,NA,1.22,1.18,0.043,0,0.09,496,0,7.81,1680.6,1184.6,289,26.6,333,2.38,0.008,0.067,0.055,0.012,1713,46.8,44.7,124,6.1,48.6,7.9,1.72,NA
"906","65","1993-08-27","August",1993,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:35",2969,NA,33.32,33.1,608.3,0,13.88,0.219,0.001,NA,NA,0.47,0.441,0.029,0,0.07,499,0,7.84,1781.3,1282.3,287,25.3,352,1.94,0.011,0.079,0.058,0.021,1796,48.8,48.4,133,8.8,26.9,3.1,2.89,NA
"907","65","1993-09-15","September",1993,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:03",2879,5486,30.25,30,593.7,0,12.35,0.252,0.001,0.068,0,0.43,0.4,0.032,0,0.06,487,0,7.88,1675.6,1188.6,282,26.2,333,0.97,0.003,0.043,0.037,0.006,1756,47.7,45.1,122,9.2,108.3,11.8,2.76,NA
"908","65","1993-10-14","October",1993,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30",3157,NA,34.07,33.2,635.1,0,9.99,0.873,0.001,0.074,0,1.06,0.92,0.144,0,0.06,521,0,8,1884.3,1363.3,318,26.3,374,0.73,0.001,0.042,0.029,0.013,1890,77.7,45.4,138,7.1,173.2,24.5,25,NA
"909","66","1993-04-29","April",1993,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:50",32417,26824,73.68,72,235.3,4.2,1.86,1.68,0.001,0.145,0,0.55,0.282,0.265,0,NA,200,3.5,8.31,15173.6,14973.6,4420,38.4,3500,0.13,0.011,0.178,0.167,0.011,22926,917,228,306,7.4,393.9,53.3,NA,NA
"910","66","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:30",NA,35715,131.9,113.5,593.9,62.28,3.18,18.4,0.001,0.285,0.01,6.11,3.3,2.81,0,0.001,591,51.9,8.54,22629.3,22038.3,6480,37.9,5240,1.54,0.044,0.597,0.208,0.389,33782,1264,374,423,7.6,122,16,2.02,NA
"911","66","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17:00",69415,47126,171,157,807,0,11.84,14,0.001,0.33,0,8.4,6.05,2.35,0,NA,662,0,8.03,33534.6,32872.6,9150,36.8,7830,1.85,0.029,0.443,0.328,0.115,49097,1943,476,520,6.9,313.9,45.2,54.05,NA
"912","66","1993-06-09","June",1993,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:39",34812,26779,323.5,307,NA,NA,NA,16.5,0.014,0.5,NA,4.17,1.28,2.89,NA,0.03,732,245,8.73,NA,NA,16600,NA,14100,1.22,0.022,0.756,0.438,0.318,82960,3284,1020,705,6.7,133.8,20.1,91.3,NA
"913","66","1993-06-23","June",1993,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30",NA,NA,159.72,153,374,78.72,2.04,6.72,0.01,0.64,0.02,5.99,5.15,0.839,0,NA,438,65.6,8.6,33168.7,32730.7,8960,36.6,7840,0.25,0.118,0.56,0.441,0.119,48420,1678,517,357,9.3,145.6,15.6,15.2,NA
"914","66","1993-07-08","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:30",27352,NA,115.65,114.5,688.5,62.52,2.22,1.15,0.001,0.145,0.01,3.73,3.5,0.226,0,NA,669,52.1,8.74,13302.1,12633.1,3660,37,3100,2.2,0.015,0.199,0.134,0.065,19015,740,218,216,5.9,45.6,7.7,1.99,NA
"915","66","1993-07-22","July",1993,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:06",27392,NA,62.5,62,141.4,75.6,0.3,0.498,0.001,0.09,0.02,3.71,3.65,0.055,0,NA,242,63,9.13,13151.1,12909.1,3620,37,3050,1.7,0.001,0.114,0.096,0.018,19413,705,219,238,10.6,71.3,6.8,2.02,NA
"916","66","1993-08-04","August",1993,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:37",NA,NA,98.12,96.5,0,171.6,0.39,1.62,0.001,0.235,0.05,5.9,5.6,0.295,9.18,NA,313,170,9.13,19039.6,18726.6,5460,37.9,4510,1.11,0.007,0.22,0.167,0.053,28554,1190,323,189,6.4,78.8,12.3,5.12,NA
"917","66","1993-08-18","August",1993,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:25",37332,28717,87.45,86.5,0,124.8,0.37,0.945,0.001,NA,NA,1.81,1.63,0.18,12.58,NA,245,141,9.06,17566.2,17321.2,4920,37.4,4160,0.96,0.01,0.214,0.144,0.07,25930,982,306,176,6.1,34.8,5.7,2.11,NA
"918","66","1993-08-27","August",1993,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:48",94758,72891,104.2,103,76.8,211.2,0.49,1.19,0.001,NA,NA,0.86,0.615,0.245,0,NA,415,176,9.15,21894.3,21479.3,6000,36.9,5110,0.57,0.015,0.206,0.171,0.035,31621,1310,369,NA,5.7,87.7,15.5,2.2,NA
"919","66","1993-09-15","September",1993,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:04",84916,NA,92.31,90,585.6,21.96,2.78,2.31,0.001,0.522,0.02,0.97,0.567,0.4,0,NA,517,18.3,8.54,17099.5,16582.5,4470,35.8,4080,2.93,0.015,0.2,0.097,0.103,24555,988,280,121,6.7,57.8,8.6,12.87,NA
"920","66","1993-10-14","October",1993,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:00",85475,NA,107.06,104.5,501,0,3.91,2.56,0.001,0.38,0.02,3.26,2.83,0.432,0,NA,411,0,8.3,21593.2,21182.2,5890,36.8,5180,1.99,0.018,0.217,0.139,0.078,31700,1230,360,107,6.9,84.6,12.2,12.6,NA
"921","67","1993-04-29","April",1993,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:00",2389,NA,31.76,31.5,309.6,0,11.5,0.255,0.001,0.048,0,0.36,0.315,0.04,0,0.03,254,0,7.63,1445,1191,208,23.2,277,5.57,0.001,0.059,0.045,0.014,1536,44.5,42.9,122,7.4,47,6.3,NA,NA
"922","67","1993-05-13","May",1993,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:30",4212,4756,41.01,40.8,526.6,0,11.74,0.212,0.001,0.092,0,1.36,1.32,0.041,0,0.04,432,0,7.85,2521.9,2089.9,361,23.2,504,0.92,0.003,0.066,0.055,0.011,2772,69.3,66.5,179,6,49.7,8.2,6.75,NA
"923","67","1993-05-27","May",1993,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18:00",5415,NA,59.92,59.6,700.9,0,16.37,0.32,0.001,0.108,0,1.91,1.85,0.061,0,NA,575,0,7.83,3207.2,2632.2,499,24.7,648,1.27,0.015,0.096,0.079,0.017,3524,97.3,85.1,216,6.1,48.5,7.9,2.31,NA
"924","67","1993-06-09","June",1993,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:45",NA,7142,62.44,62,NA,NA,NA,0.436,0.001,0.125,NA,2.27,2.2,0.069,NA,0.08,655,12.2,8.59,NA,NA,606,NA,817,1.05,0.017,0.126,0.112,0.014,4451,115,102,248,7.4,80.3,10.9,3.87,NA
"925","67","1993-06-23","June",1993,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:15",NA,NA,77.04,76.4,785,0,15.59,0.637,0.001,0.137,0,2.08,1.98,0.103,0,NA,644,0,7.9,4318.8,3674.8,678,24.9,898,2.18,0.013,0.122,0.095,0.027,4872,125,110,249,7.2,60.8,8.4,5.9,NA
"926","67","1993-07-08","July",1993,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:55",4551,NA,53.79,53.5,461.8,29.52,2.66,0.29,0.001,0.078,0.01,1.75,1.7,0.054,0,0.04,428,24.6,8.48,2681.2,2253.2,417,24.7,553,2.45,0.001,0.068,0.056,0.012,3022,70.2,67.6,162,6.3,62.3,10,1.95,NA
"927","67","1993-07-22","July",1993,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:40",4939,NA,50.68,50.4,599.7,0,8.8,0.282,0.001,0.084,0,1.67,1.62,0.049,0,0.03,492,0,8.03,2965.6,2473.6,446,24.1,596,1.79,0.001,0.06,0.048,0.012,3253,74.1,68,205,6.7,60.6,9,4.3,NA
"928","67","1993-08-04","August",1993,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:14",5868,6427,61,60,737.5,0,19.8,0.998,0.001,0.112,0,2.29,2.13,0.155,0,0.04,605,0,7.84,3507.1,2902.1,532,24.3,716,2.13,0.004,0.087,0.064,0.023,3863,85.8,81.8,224,7.5,111.9,14.9,5.57,NA
"929","67","1993-08-18","August",1993,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:05",5667,6115,62.21,60.4,755.8,0,18.07,1.81,0.001,NA,NA,2.34,2.07,0.269,0,0.07,620,0,7.82,3407.3,2787.3,510,24,696,2.18,0.007,0.123,0.07,0.053,3711,81.3,77.5,217,7.8,88.1,11.2,7.82,NA
